,year,office_consolidated,vote_share,winner,incumbent,pid_est,gender_est,race_est,loser,incumbent_win,incumbent_lose
76506,2004,Mayor,1.0,1,1,Republican,Unknown,Caucasian,0,1,0
76507,2006,Mayor,0.5,0,0,Unknown,Female,Caucasian,1,0,1
76511,2016,Mayor,0.11,0,0,Unknown,Unknown,Caucasian,1,0,1
76532,2007,Mayor,0.25,0,0,Democrat,Male,Caucasian,1,0,1
76541,2011,Mayor,0.31,0,0,Democrat,Male,Caucasian,1,0,1
76560,2011,Mayor,0.29,0,0,Republican,Male,Caucasian,1,0,1
76566,2011,Mayor,0.36,0,0,Republican,Male,Caucasian,1,0,1
76571,1993,Mayor,0.45,0,0,Democrat,Male,Caucasian,1,0,1
76587,2013,Mayor,0.51,1,0,Republican,Male,Caucasian,0,0,1
76618,2016,Mayor,0.28,0,0,Democrat,Male,Black,1,0,1
76622,2003,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
76641,2002,Mayor,0.67,1,1,Democrat,Female,Caucasian,0,1,0
76666,2000,Mayor,0.29,0,0,Unknown,Male,Caucasian,1,0,1
76674,2015,Mayor,0.05,0,0,Democrat,Male,Caucasian,1,0,1
76685,1997,Mayor,0.27,0,1,Democrat,Male,Black,1,0,1
76688,2016,Mayor,0.04,0,0,Republican,Male,Asian,1,0,1
76696,2007,Mayor,0.54,1,1,Democrat,Male,Hispanic,0,1,0
76703,1993,Mayor,0.33,0,0,Republican,Male,Caucasian,1,0,1
76706,2005,Mayor,0.41,0,0,Democrat,Male,Hispanic,1,0,1
76749,2003,Mayor,0.17,0,0,Democrat,Male,Hispanic,1,0,1
76751,2009,Mayor,0.43,0,1,Democrat,Male,Caucasian,1,0,1
76755,2001,Mayor,0.18,0,0,Democrat,Female,Caucasian,1,0,1
76787,2021,Mayor,0.28,0,0,Democrat,Female,Black,1,0,1
76788,1997,Mayor,0.7,1,0,Unknown,Female,Caucasian,0,0,1
76829,2021,Mayor,0.0,0,0,Democrat,Female,Caucasian,1,0,1
76840,2018,Mayor,0.55,1,0,Republican,Female,Caucasian,0,0,1
76846,2020,Mayor,0.05,0,0,Unknown,Unknown,Caucasian,1,0,1
76855,2016,Mayor,0.1,0,0,Democrat,Male,Hispanic,1,0,1
76864,2011,Mayor,0.01,0,0,Democrat,Female,Caucasian,1,0,1
76891,2020,Mayor,0.46,0,1,Republican,Male,Asian,1,0,1
76895,1995,Mayor,1.0,1,1,Democrat,Female,Caucasian,0,1,0
76909,1995,Mayor,0.51,1,1,Democrat,Male,Caucasian,0,1,0
76917,2020,Mayor,0.21,0,0,Republican,Male,Caucasian,1,0,1
76926,2017,Mayor,0.6,1,0,Republican,Male,Caucasian,0,0,1
76947,2021,Mayor,0.24,0,0,Republican,Male,Caucasian,1,0,1
76949,2002,Mayor,0.18,0,0,Republican,Male,Caucasian,1,0,1
76967,2006,Mayor,0.31,0,0,Democrat,Male,Caucasian,1,0,1
76987,1994,Mayor,0.18,0,0,Democrat,Male,Black,1,0,1
77038,2016,Mayor,0.03,0,0,Democrat,Female,Caucasian,1,0,1
77042,2021,Mayor,0.12,0,0,Unknown,Male,Hispanic,1,0,1
77059,2003,Mayor,0.17,0,0,Unknown,Unknown,Caucasian,1,0,1
77067,2019,Mayor,0.52,1,0,Unknown,Male,Black,0,0,1
77082,2017,Mayor,0.18,0,0,Republican,Male,Caucasian,1,0,1
77126,1996,Mayor,0.64,1,1,Republican,Male,Caucasian,0,1,0
77127,2001,Mayor,0.42,0,1,Republican,Female,Caucasian,1,0,1
77144,1999,Mayor,0.33,0,0,Republican,Male,Caucasian,1,0,1
77148,2013,Mayor,0.49,1,0,Democrat,Male,Caucasian,0,0,1
77156,2007,Mayor,0.29,0,0,Democrat,Male,Caucasian,1,0,1
77186,1997,Mayor,0.54,1,1,Republican,Male,Caucasian,0,1,0
77228,1997,Mayor,0.25,0,0,Republican,Male,Caucasian,1,0,1
77241,2012,Mayor,0.06,0,0,Republican,Female,Hispanic,1,0,1
77244,2020,Mayor,0.24,0,0,Republican,Male,Caucasian,1,0,1
77245,1993,Mayor,0.22,0,1,Democrat,Male,Caucasian,1,0,1
77270,2000,Mayor,0.06,0,0,Democrat,Female,Black,1,0,1
77313,2007,Mayor,0.15,0,0,Democrat,Male,Caucasian,1,0,1
77345,1993,Mayor,0.47,0,0,Unknown,Female,Caucasian,1,0,1
77348,2000,Mayor,0.16,0,0,Unknown,Male,Caucasian,1,0,1
77357,2000,Mayor,0.23,0,0,Unknown,Male,Caucasian,1,0,1
77372,1998,Mayor,0.47,0,0,Unknown,Male,Caucasian,1,0,1
77436,1995,Mayor,0.43,0,0,Unknown,Unknown,Caucasian,1,0,1
77457,1995,Mayor,0.05,0,0,Unknown,Unknown,Unknown,1,0,1
77464,2011,Mayor,0.42,0,0,Republican,Male,Caucasian,1,0,1
77505,2018,Mayor,0.11,0,0,Unknown,Female,Caucasian,1,0,1
77534,1995,Mayor,0.49,0,0,Republican,Male,Caucasian,1,0,1
77590,2011,Mayor,0.19,0,0,Democrat,Male,Caucasian,1,0,1
77591,2011,Mayor,0.18,0,0,Unknown,Male,Caucasian,1,0,1
77595,1995,Mayor,0.18,0,0,Republican,Male,Caucasian,1,0,1
77641,2013,Mayor,0.18,0,0,Republican,Male,Caucasian,1,0,1
77657,2013,Mayor,0.49,0,0,Republican,Male,Caucasian,1,0,1
77667,2017,Mayor,0.43,0,0,Democrat,Female,Black,1,0,1
77672,1999,Mayor,0.58,1,1,Democrat,Female,Caucasian,0,1,0
77683,2004,Mayor,0.05,0,0,Republican,Male,Caucasian,1,0,1
77691,2000,Mayor,0.66,1,1,Republican,Female,Caucasian,0,1,0
77693,2003,Mayor,0.67,1,0,Democrat,Female,Caucasian,0,0,1
77697,2007,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
77699,2017,Mayor,0.69,1,1,Republican,Male,Caucasian,0,1,0
77701,2019,Mayor,0.31,0,0,Democrat,Male,Caucasian,1,0,1
77709,2013,Mayor,0.35,0,0,Unknown,Male,Caucasian,1,0,1
77717,2009,Mayor,0.47,0,0,Unknown,Unknown,Black,1,0,1
77729,2013,Mayor,0.24,1,0,Republican,Female,Caucasian,0,0,1
77731,2015,Mayor,0.43,0,0,Republican,Male,Caucasian,1,0,1
77734,2002,Mayor,0.17,0,0,Republican,Female,Caucasian,1,0,1
77738,2014,Mayor,0.07,0,0,Republican,Male,Caucasian,1,0,1
77755,2019,Mayor,0.39,0,0,Republican,Female,Caucasian,1,0,1
77760,2002,Mayor,0.18,0,0,Democrat,Male,Caucasian,1,0,1
77774,2013,Mayor,0.47,0,0,Democrat,Male,Caucasian,1,0,1
77805,2005,Mayor,0.04,0,0,Unknown,Male,Caucasian,1,0,1
77810,2011,Mayor,0.18,0,0,Republican,Male,Caucasian,1,0,1
77811,2012,Mayor,0.05,0,0,Democrat,Male,Hispanic,1,0,1
77854,2018,Mayor,0.09,0,0,Democrat,Male,Black,1,0,1
77855,2001,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
77859,2019,Mayor,0.4,1,0,Democrat,Male,Caucasian,0,0,1
77860,2020,Mayor,0.23,0,0,Republican,Male,Caucasian,1,0,1
77861,1993,Mayor,0.15,0,0,Republican,Male,Black,1,0,1
77874,1993,Mayor,0.1,0,0,Democrat,Male,Caucasian,1,0,1
77889,2004,Mayor,0.2,0,0,Democrat,Male,Hispanic,1,0,1
77913,2006,Mayor,1.0,1,0,Unknown,Male,Caucasian,0,0,1
77924,2005,Mayor,0.72,1,0,Unknown,Unknown,Unknown,0,0,1
77941,2014,Mayor,0.19,0,0,Democrat,Male,Caucasian,1,0,1
77951,2015,Mayor,0.33,0,0,Republican,Male,Caucasian,1,0,1
77966,2015,Mayor,0.19,0,0,Unknown,Male,Caucasian,1,0,1
77976,2009,Mayor,0.36,0,0,Republican,Male,Caucasian,1,0,1
77981,2002,Mayor,0.24,0,0,Unknown,Unknown,Unknown,1,0,1
77989,2014,Mayor,0.61,1,0,Republican,Male,Caucasian,0,0,1
77999,2011,Mayor,0.35,0,0,Republican,Male,Caucasian,1,0,1
78019,2017,Mayor,0.4,0,0,Republican,Male,Caucasian,1,0,1
78022,2000,Mayor,0.11,0,0,Unknown,Male,Caucasian,1,0,1
78042,2017,Mayor,0.27,0,0,Republican,Female,Caucasian,1,0,1
78052,2013,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
78053,2015,Mayor,0.35,0,0,Unknown,Male,Caucasian,1,0,1
78056,1994,Mayor,0.08,0,0,Democrat,Male,Black,1,0,1
78061,2004,Mayor,0.43,0,1,Democrat,Male,Caucasian,1,0,1
78074,2009,Mayor,0.22,0,0,Democrat,Male,Caucasian,1,0,1
78078,1997,Mayor,0.33,0,0,Democrat,Male,Caucasian,1,0,1
78114,2011,Mayor,0.12,0,0,Republican,Male,Caucasian,1,0,1
78117,2017,Mayor,0.14,0,0,Republican,Male,Caucasian,1,0,1
78136,2010,Mayor,0.08,0,0,Republican,Male,Caucasian,1,0,1
78139,2021,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
78143,2001,Mayor,0.34,0,0,Republican,Male,Caucasian,1,0,1
78146,2009,Mayor,0.01,0,0,Democrat,Male,Hispanic,1,0,1
78179,1999,Mayor,1.0,1,0,Democrat,Male,Caucasian,0,0,1
78180,2003,Mayor,0.72,1,1,Democrat,Male,Caucasian,0,1,0
78200,2009,Mayor,0.78,1,1,Democrat,Male,Black,0,1,0
78224,2021,Mayor,0.23,0,0,Democrat,Male,Caucasian,1,0,1
78225,1993,Mayor,0.55,1,0,Democrat,Male,Caucasian,0,0,1
78230,2005,Mayor,0.58,1,0,Democrat,Male,Caucasian,0,0,1
78235,2000,Mayor,1.0,1,1,Democrat,Male,Hispanic,0,1,0
78253,2004,Mayor,0.42,0,0,Republican,Female,Caucasian,1,0,1
78260,2013,Mayor,0.62,1,1,Democrat,Male,Asian,0,1,0
78278,2006,Mayor,0.17,0,0,Republican,Unknown,Caucasian,1,0,1
78281,2009,Mayor,0.19,0,0,Democrat,Female,Caucasian,1,0,1
78291,2005,Mayor,0.93,1,1,Democrat,Unknown,Caucasian,0,1,0
78332,2007,Mayor,0.28,0,0,Republican,Male,Caucasian,1,0,1
78352,1997,Mayor,0.42,0,0,Democrat,Male,Caucasian,1,0,1
78359,2018,Mayor,0.04,0,0,Unknown,Unknown,Caucasian,1,0,1
78360,2018,Mayor,0.09,0,0,Democrat,Male,Caucasian,1,0,1
78367,2013,Mayor,0.24,0,0,Democrat,Male,Caucasian,1,0,1
78369,2017,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
78384,2002,Mayor,1.0,1,0,Republican,Male,Caucasian,0,0,1
78395,1993,Mayor,0.1,0,0,Unknown,Female,Caucasian,1,0,1
78402,2011,Mayor,0.52,1,1,Democrat,Male,Black,0,1,0
78403,2015,Mayor,0.41,1,0,Democrat,Male,Caucasian,0,0,1
78408,1993,Mayor,0.56,1,1,Democrat,Male,Caucasian,0,1,0
78414,2010,Mayor,0.36,0,0,Democrat,Female,Hispanic,1,0,1
78447,2011,Mayor,1.0,1,1,Democrat,Male,Hispanic,0,1,0
78459,2011,Mayor,0.1,0,0,Republican,Male,Caucasian,1,0,1
78474,2008,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1
78511,2013,Mayor,0.38,0,0,Republican,Female,Caucasian,1,0,1
78512,2016,Mayor,0.14,0,0,Democrat,Male,Asian,1,0,1
78517,2011,Mayor,0.44,1,0,Republican,Male,Caucasian,0,0,1
78522,2017,Mayor,0.19,0,0,Democrat,Male,Caucasian,1,0,1
78524,2001,Mayor,0.22,0,0,Democrat,Male,Black,1,0,1
78559,2011,Mayor,0.44,0,0,Democrat,Male,Black,1,0,1
78564,1999,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
78569,2018,Mayor,0.11,0,0,Unknown,Male,Caucasian,1,0,1
78624,2009,Mayor,0.48,0,1,Democrat,Female,Caucasian,1,0,1
78651,2011,Mayor,0.2,0,0,Democrat,Female,Caucasian,1,0,1
78691,2017,Mayor,0.38,0,0,Democrat,Male,Caucasian,1,0,1
78697,2009,Mayor,0.23,0,0,Republican,Male,Caucasian,1,0,1
78714,2017,Mayor,1.0,1,0,Democrat,Male,Caucasian,0,0,1
78717,1999,Mayor,0.15,0,0,Unknown,Male,Caucasian,1,0,1
78775,2018,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
78778,1999,Mayor,0.16,0,0,Republican,Female,Caucasian,1,0,1
78782,2019,Mayor,0.35,0,0,Democrat,Male,Caucasian,1,0,1
78783,2019,Mayor,0.32,0,0,Democrat,Female,Caucasian,1,0,1
78796,2010,Mayor,0.12,0,0,Democrat,Male,Asian,1,0,1
78799,2018,Mayor,0.08,0,0,Democrat,Male,Caucasian,1,0,1
78819,2007,Mayor,0.29,0,0,Unknown,Female,Caucasian,1,0,1
78840,2015,Mayor,0.03,0,0,Republican,Male,Black,1,0,1
78848,2008,Mayor,0.15,0,0,Democrat,Male,Caucasian,1,0,1
78850,2011,Mayor,0.19,0,0,Democrat,Male,Black,1,0,1
78859,1997,Mayor,0.47,0,0,Republican,Male,Caucasian,1,0,1
78891,2015,Mayor,0.57,1,0,Republican,Male,Caucasian,0,0,1
78899,2013,Mayor,0.65,1,1,Democrat,Male,Hispanic,0,1,0
78920,1999,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
78947,2009,Mayor,0.04,0,0,Democrat,Female,Black,1,0,1
78948,2017,Mayor,0.16,0,0,Democrat,Male,Caucasian,1,0,1
78950,1995,Mayor,0.25,0,0,Democrat,Male,Caucasian,1,0,1
78964,2005,Mayor,0.14,0,0,Democrat,Male,Black,1,0,1
78996,2005,Mayor,0.69,1,0,Republican,Female,Caucasian,0,0,1
78997,2007,Mayor,0.46,0,0,Democrat,Female,Black,1,0,1
79001,2013,Mayor,0.14,0,0,Democrat,Unknown,Caucasian,1,0,1
79003,2016,Mayor,0.11,0,0,Republican,Male,Caucasian,1,0,1
79019,2001,Mayor,0.37,0,0,Democrat,Male,Caucasian,1,0,1
79039,2020,Mayor,0.35,0,0,Unknown,Male,Hispanic,1,0,1
79069,2007,Mayor,0.42,0,0,Republican,Female,Caucasian,1,0,1
79089,2004,Mayor,0.26,0,0,Democrat,Male,Caucasian,1,0,1
79123,2014,Mayor,0.23,0,0,Unknown,Male,Hispanic,1,0,1
79157,1995,Mayor,0.33,0,0,Democrat,Female,Black,1,0,1
79158,1997,Mayor,0.3,0,1,Democrat,Female,Caucasian,1,0,1
79174,2018,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
79176,2001,Mayor,0.43,0,0,Democrat,Male,Caucasian,1,0,1
79179,2004,Mayor,0.33,0,0,Republican,Male,Caucasian,1,0,1
79185,1994,Mayor,0.24,0,1,Unknown,Unknown,Caucasian,1,0,1
79196,1994,Mayor,0.08,0,0,Unknown,Unknown,Unknown,1,0,1
79206,2013,Mayor,0.07,0,0,Unknown,Male,Hispanic,1,0,1
79221,1995,Mayor,0.52,1,0,Republican,Male,Caucasian,0,0,1
79261,1999,Mayor,0.26,0,0,Democrat,Male,Caucasian,1,0,1
79265,2002,Mayor,0.64,1,0,Republican,Male,Caucasian,0,0,1
79275,2013,Mayor,0.31,0,0,Democrat,Female,Caucasian,1,0,1
79277,2017,Mayor,0.05,0,0,Democrat,Female,Caucasian,1,0,1
79296,1998,Mayor,0.05,0,0,Unknown,Male,Caucasian,1,0,1
79309,2010,Mayor,0.1,0,0,Unknown,Female,Caucasian,1,0,1
79311,2021,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
79335,2015,Mayor,0.23,0,0,Unknown,Male,Caucasian,1,0,1
79350,2002,Mayor,0.47,0,0,Unknown,Male,Caucasian,1,0,1
79360,1995,Mayor,0.26,0,0,Republican,Male,Caucasian,1,0,1
79361,1997,Mayor,0.78,1,1,Republican,Male,Black,0,1,0
79365,2013,Mayor,0.3,0,0,Unknown,Male,Hispanic,1,0,1
79430,1999,Mayor,0.2,0,0,Democrat,Female,Caucasian,1,0,1
79442,2018,Mayor,0.1,0,0,Democrat,Male,Caucasian,1,0,1
79454,1996,Mayor,0.46,0,0,Democrat,Male,Caucasian,1,0,1
79459,2015,Mayor,0.11,0,0,Unknown,Male,Black,1,0,1
79470,1997,Mayor,0.29,0,0,Democrat,Male,Hispanic,1,0,1
79471,1999,Mayor,0.06,0,0,Unknown,Male,Caucasian,1,0,1
79510,1996,Mayor,0.17,0,0,Democrat,Female,Caucasian,1,0,1
79568,2013,Mayor,0.79,1,1,Democrat,Male,Caucasian,0,1,0
79621,2020,Mayor,0.1,0,0,Unknown,Male,Caucasian,1,0,1
79680,2005,Mayor,0.0,0,0,Republican,Female,Caucasian,1,0,1
79708,2013,Mayor,0.34,0,0,Unknown,Unknown,Caucasian,1,0,1
79716,1995,Mayor,0.11,0,0,Democrat,Male,Caucasian,1,0,1
79718,1996,Mayor,0.04,0,0,Unknown,Male,Caucasian,1,0,1
79734,2009,Mayor,0.26,0,0,Unknown,Male,Caucasian,1,0,1
79736,2011,Mayor,0.19,0,0,Republican,Male,Caucasian,1,0,1
79748,1995,Mayor,0.57,1,1,Republican,Female,Caucasian,0,1,0
79752,2013,Mayor,1.0,1,1,Democrat,Male,Hispanic,0,1,0
79785,1995,Mayor,0.29,0,0,Unknown,Male,Caucasian,1,0,1
79786,1995,Mayor,0.74,1,1,Republican,Male,Caucasian,0,1,0
79789,2010,Mayor,0.36,0,0,Democrat,Male,Caucasian,1,0,1
79791,1997,Mayor,0.45,0,0,Unknown,Unknown,Caucasian,1,0,1
79807,1997,Mayor,0.75,1,0,Republican,Male,Caucasian,0,0,1
79815,2000,Mayor,0.06,0,0,Unknown,Male,Caucasian,1,0,1
79832,2009,Mayor,0.53,1,0,Democrat,Male,Black,0,0,1
79852,1993,Mayor,0.26,0,0,Republican,Male,Caucasian,1,0,1
79894,2013,Mayor,0.16,0,1,Republican,Male,Hispanic,1,0,1
79903,2003,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
79912,2002,Mayor,0.51,1,1,Republican,Male,Caucasian,0,1,0
79914,2004,Mayor,0.05,0,0,Democrat,Male,Caucasian,1,0,1
79917,2013,Mayor,0.46,0,0,Unknown,Male,Caucasian,1,0,1
79938,1997,Mayor,0.21,0,0,Democrat,Male,Caucasian,1,0,1
79948,2018,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
79958,2003,Mayor,0.54,1,0,Unknown,Male,Caucasian,0,0,1
79961,2007,Mayor,0.29,0,0,Republican,Male,Hispanic,1,0,1
79962,2009,Mayor,0.19,0,0,Republican,Male,Caucasian,1,0,1
79981,2021,Mayor,0.44,0,1,Democrat,Male,Black,1,0,1
79989,2005,Mayor,0.06,0,0,Unknown,Male,Caucasian,1,0,1
80002,2000,Mayor,0.21,0,0,Democrat,Male,Hispanic,1,0,1
80009,2012,Mayor,0.43,0,1,Democrat,Male,Caucasian,1,0,1
80046,2010,Mayor,0.18,0,1,Republican,Male,Caucasian,1,0,1
80061,2011,Mayor,0.47,0,0,Democrat,Male,Caucasian,1,0,1
80064,2020,Mayor,0.08,0,0,Republican,Female,Caucasian,1,0,1
80078,2003,Mayor,0.29,0,0,Unknown,Unknown,Unknown,1,0,1
80085,1994,Mayor,0.15,0,0,Democrat,Female,Caucasian,1,0,1
80093,2011,Mayor,0.07,0,0,Democrat,Male,Caucasian,1,0,1
80152,2008,Mayor,0.09,0,0,Republican,Male,Caucasian,1,0,1
80172,2013,Mayor,0.17,0,0,Democrat,Female,Caucasian,1,0,1
80182,2015,Mayor,0.14,0,0,Republican,Male,Hispanic,1,0,1
80192,2009,Mayor,0.26,0,0,Republican,Male,Black,1,0,1
80211,2005,Mayor,0.54,1,0,Republican,Male,Caucasian,0,0,1
80212,2006,Mayor,0.62,1,0,Republican,Male,Caucasian,0,0,1
80214,2007,Mayor,0.4,0,0,Republican,Male,Hispanic,1,0,1
80267,2001,Mayor,0.36,0,0,Republican,Male,Caucasian,1,0,1
80301,1993,Mayor,0.53,1,0,Republican,Male,Caucasian,0,0,1
80302,1997,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
80318,2018,Mayor,0.03,0,0,Democrat,Male,Black,1,0,1
80321,1999,Mayor,0.18,0,0,Democrat,Male,Caucasian,1,0,1
80322,2001,Mayor,0.38,0,1,Republican,Female,Caucasian,1,0,1
80407,2007,Mayor,0.29,0,0,Republican,Male,Caucasian,1,0,1
80412,1993,Mayor,0.41,0,0,Unknown,Male,Caucasian,1,0,1
80457,1995,Mayor,0.12,0,0,Unknown,Male,Caucasian,1,0,1
80468,2021,Mayor,0.2,0,0,Unknown,Male,Caucasian,1,0,1
80500,2017,Mayor,0.18,0,0,Democrat,Male,Caucasian,1,0,1
80512,2013,Mayor,0.27,0,0,Republican,Male,Caucasian,1,0,1
80525,2004,Mayor,1.0,1,0,Republican,Male,Caucasian,0,0,1
80530,2016,Mayor,0.05,0,0,Democrat,Male,Hispanic,1,0,1
80537,2002,Mayor,0.49,0,0,Republican,Male,Caucasian,1,0,1
80563,2021,Mayor,0.24,0,0,Democrat,Female,Caucasian,1,0,1
80610,2001,Mayor,0.29,0,0,Republican,Male,Caucasian,1,0,1
80614,2013,Mayor,0.56,1,0,Republican,Male,Caucasian,0,0,1
80617,1993,Mayor,0.19,0,0,Republican,Male,Caucasian,1,0,1
80619,2005,Mayor,0.78,1,1,Republican,Male,Caucasian,0,1,0
80628,2006,Mayor,0.15,0,0,Republican,Male,Caucasian,1,0,1
80629,2011,Mayor,0.28,0,0,Republican,Female,Caucasian,1,0,1
80673,2009,Mayor,0.22,0,0,Republican,Female,Black,1,0,1
80676,2021,Mayor,0.21,0,0,Democrat,Male,Caucasian,1,0,1
80699,2001,Mayor,0.24,0,0,Democrat,Female,Caucasian,1,0,1
80700,2003,Mayor,0.56,1,1,Democrat,Female,Caucasian,0,1,0
80702,2013,Mayor,1.0,1,1,Democrat,Unknown,Caucasian,0,1,0
80706,2021,Mayor,0.16,0,0,Republican,Male,Caucasian,1,0,1
80715,2007,Mayor,0.46,0,0,Republican,Male,Caucasian,1,0,1
80733,2009,Mayor,0.24,0,0,Democrat,Female,Caucasian,1,0,1
80740,2010,Mayor,0.07,0,0,Republican,Male,Caucasian,1,0,1
80776,2002,Mayor,0.26,0,0,Democrat,Male,Caucasian,1,0,1
80813,2019,Mayor,0.13,0,0,Republican,Male,Hispanic,1,0,1
80828,2001,Mayor,0.26,0,0,Unknown,Male,Caucasian,1,0,1
80834,2017,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
80838,1995,Mayor,1.0,1,1,Unknown,Female,Caucasian,0,1,0
80869,1993,Mayor,0.44,0,0,Unknown,Male,Caucasian,1,0,1
80871,2008,Mayor,0.55,1,0,Republican,Male,Caucasian,0,0,1
80874,2011,Mayor,0.19,0,0,Republican,Male,Caucasian,1,0,1
80904,2021,Mayor,0.38,0,0,Democrat,Female,Black,1,0,1
80928,1997,Mayor,0.44,0,0,Unknown,Male,Caucasian,1,0,1
80932,2011,Mayor,0.17,0,0,Republican,Male,Caucasian,1,0,1
80965,2002,Mayor,0.28,0,0,Democrat,Male,Caucasian,1,0,1
80966,2007,Mayor,0.46,0,0,Republican,Male,Caucasian,1,0,1
80970,2010,Mayor,0.01,0,0,Republican,Male,Asian,1,0,1
80972,2015,Mayor,0.38,1,0,Democrat,Male,Black,0,0,1
80976,2000,Mayor,0.08,0,0,Unknown,Female,Caucasian,1,0,1
80987,1995,Mayor,0.48,0,0,Democrat,Female,Caucasian,1,0,1
81012,2009,Mayor,0.59,1,1,Democrat,Male,Hispanic,0,1,0
81075,1999,Mayor,0.28,0,0,Republican,Male,Caucasian,1,0,1
81105,1995,Mayor,0.4,0,0,Unknown,Male,Caucasian,1,0,1
81119,2004,Mayor,0.07,0,0,Democrat,Male,Caucasian,1,0,1
81137,2008,Mayor,0.12,0,0,Unknown,Male,Caucasian,1,0,1
81178,2001,Mayor,0.34,0,0,Unknown,Female,Caucasian,1,0,1
81190,2007,Mayor,0.47,1,0,Democrat,Female,Caucasian,0,0,1
81236,2021,Mayor,0.24,0,0,Unknown,Unknown,Unknown,1,0,1
81246,2005,Mayor,0.12,0,0,Republican,Male,Caucasian,1,0,1
81275,2021,Mayor,0.38,0,0,Unknown,Male,Caucasian,1,0,1
81292,1996,Mayor,0.18,0,0,Republican,Male,Caucasian,1,0,1
81328,2016,Mayor,0.05,0,0,Unknown,Female,Hispanic,1,0,1
81329,2017,Mayor,0.36,0,0,Unknown,Male,Caucasian,1,0,1
81338,2003,Mayor,0.25,0,0,Democrat,Male,Other,1,0,1
81356,1997,Mayor,0.17,0,0,Republican,Female,Caucasian,1,0,1
81377,2007,Mayor,0.07,0,0,Unknown,Male,Caucasian,1,0,1
81381,1993,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
81382,1997,Mayor,0.46,0,0,Republican,Female,Caucasian,1,0,1
81414,2021,Mayor,0.02,0,0,Unknown,Female,Hispanic,1,0,1
81453,2013,Mayor,0.36,0,0,Democrat,Male,Black,1,0,1
81464,2006,Mayor,0.82,1,1,Democrat,Female,Caucasian,0,1,0
81467,2010,Mayor,0.17,0,0,Republican,Female,Caucasian,1,0,1
81481,2017,Mayor,0.41,1,0,Republican,Male,Caucasian,0,0,1
81485,2001,Mayor,0.29,0,0,Republican,Male,Caucasian,1,0,1
81503,2010,Mayor,0.03,0,0,Democrat,Male,Black,1,0,1
81548,2001,Mayor,0.14,0,0,Democrat,Male,Hispanic,1,0,1
81551,2011,Mayor,0.15,0,0,Democrat,Male,Black,1,0,1
81559,2007,Mayor,0.34,0,0,Democrat,Female,Caucasian,1,0,1
81562,2019,Mayor,0.1,0,0,Democrat,Male,Hispanic,1,0,1
81606,2014,Mayor,0.14,0,0,Democrat,Unknown,Black,1,0,1
81607,2015,Mayor,0.32,0,0,Democrat,Male,Caucasian,1,0,1
81630,2004,Mayor,0.38,0,0,Republican,Male,Caucasian,1,0,1
81631,2006,Mayor,0.22,0,0,Democrat,Male,Black,1,0,1
81674,2018,Mayor,0.18,0,0,Unknown,Male,Caucasian,1,0,1
81698,2018,Mayor,0.1,0,0,Republican,Male,Caucasian,1,0,1
81710,2015,Mayor,0.6,1,0,Unknown,Male,Hispanic,0,0,1
81722,2017,Mayor,0.11,0,0,Democrat,Unknown,Caucasian,1,0,1
81730,2010,Mayor,0.02,0,0,Democrat,Male,Black,1,0,1
81741,2011,Mayor,0.18,0,0,Democrat,Male,Caucasian,1,0,1
81746,1993,Mayor,0.43,0,0,Republican,Male,Hispanic,1,0,1
81763,2011,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
81768,2007,Mayor,0.63,1,1,Republican,Male,Caucasian,0,1,0
81784,2017,Mayor,0.38,0,0,Unknown,Male,Caucasian,1,0,1
81842,2009,Mayor,0.28,0,0,Republican,Male,Caucasian,1,0,1
81858,2017,Mayor,0.23,0,0,Unknown,Male,Caucasian,1,0,1
81861,2004,Mayor,0.24,0,0,Republican,Male,Caucasian,1,0,1
81864,2009,Mayor,0.25,0,0,Unknown,Male,Caucasian,1,0,1
81866,2019,Mayor,0.29,0,0,Democrat,Female,Caucasian,1,0,1
81871,1998,Mayor,0.07,0,0,Democrat,Male,Caucasian,1,0,1
81890,1999,Mayor,0.3,0,0,Democrat,Male,Asian,1,0,1
81894,2012,Mayor,0.07,0,0,Republican,Male,Hispanic,1,0,1
81895,2018,Mayor,0.59,1,1,Republican,Male,Hispanic,0,1,0
81908,2014,Mayor,0.1,0,0,Unknown,Male,Caucasian,1,0,1
81911,1999,Mayor,0.05,0,0,Unknown,Female,Caucasian,1,0,1
